CustomerID,Age,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,ContractType,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,TechSupport,StreamingServices,MonthlyUsageGB,SupportTicketsLastYear,PaymentDelaysCount,CustomerSatisfactionScore,MonthlyCharges,TotalChargesHistorical,Churn,CustomerLifetimeValue,Cluster_ID,Customer_Persona,Predicted_Churn_Prob,Predicted_Churn_Binary,Predicted_CLV_Dollars,Churn_Risk_Tier,CLV_Value_Tier
CUST_12212,50,Female,0,No,No,46,One year,Yes,Mailed check,DSL,No,Yes,Yes,152.9,0,0,5.0,83.95,3896.33,0,2624.4,1,At-Risk Month-to-Month Consumers,0.0269,0,2711.9,Low Risk (<30%),High Value (>$2.5k)
CUST_12213,53,Female,0,No,No,18,One year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,8.8,1,1,5.0,18.5,325.93,0,587.13,1,At-Risk Month-to-Month Consumers,0.081,0,650.03,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12214,36,Female,0,Yes,Yes,67,One year,No,Credit card (automatic),Fiber optic,No,No,Yes,185.7,0,0,5.0,104.79,7009.41,0,3865.87,2,Tech-Savvy Heavy Streamers,0.0112,0,3629.44,Low Risk (<30%),High Value (>$2.5k)
CUST_12215,36,Male,0,Yes,No,19,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,Yes,No,399.4,3,0,4.0,108.49,2003.91,0,3346.06,2,Tech-Savvy Heavy Streamers,0.3622,0,2412.12,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_12216,45,Female,0,No,No,34,Month-to-month,No,Credit card (automatic),Fiber optic,Yes,No,Yes,321.3,3,0,4.0,115.47,3962.14,0,3483.32,2,Tech-Savvy Heavy Streamers,0.1871,0,3245.4,Low Risk (<30%),High Value (>$2.5k)
CUST_12217,36,Male,0,No,No,19,Two year,No,Mailed check,Fiber optic,No,No,No,188.1,0,0,5.0,76.79,1464.81,0,2130.94,1,At-Risk Month-to-Month Consumers,0.0127,0,2225.85,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12218,41,Female,0,Yes,Yes,16,One year,Yes,Bank transfer (automatic),DSL,No,No,No,55.0,0,0,5.0,43.28,685.26,0,1182.97,1,At-Risk Month-to-Month Consumers,0.024,0,1166.95,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12219,69,Female,1,No,No,62,Two year,Yes,Electronic check,Fiber optic,No,No,No,476.8,0,1,5.0,81.53,5070.77,0,2925.63,2,Tech-Savvy Heavy Streamers,0.0163,0,3001.02,Low Risk (<30%),High Value (>$2.5k)
CUST_12220,39,Male,0,Yes,No,52,One year,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,14.8,0,0,5.0,18.5,953.79,0,1474.81,1,At-Risk Month-to-Month Consumers,0.0144,0,1131.43,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12221,37,Female,0,Yes,Yes,39,One year,Yes,Mailed check,DSL,No,Yes,Yes,102.2,2,1,4.0,90.22,3532.18,0,2601.41,1,At-Risk Month-to-Month Consumers,0.0516,0,2583.09,Low Risk (<30%),High Value (>$2.5k)
CUST_12222,34,Male,0,No,No,50,Two year,No,Mailed check,Fiber optic,Yes,No,Yes,347.5,2,0,4.0,119.85,5995.9,0,3636.84,2,Tech-Savvy Heavy Streamers,0.0148,0,3822.36,Low Risk (<30%),High Value (>$2.5k)
CUST_12223,52,Male,0,Yes,No,41,Two year,Yes,Credit card (automatic),Fiber optic,No,Yes,No,354.5,0,0,5.0,97.19,3966.57,0,3152.19,2,Tech-Savvy Heavy Streamers,0.013,0,3184.97,Low Risk (<30%),High Value (>$2.5k)
CUST_12224,40,Male,0,No,No,22,Month-to-month,Yes,Credit card (automatic),DSL,No,No,No,111.1,1,0,5.0,48.04,1025.82,0,1253.21,1,At-Risk Month-to-Month Consumers,0.097,0,1444.32,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12225,34,Female,0,Yes,No,41,One year,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,6.4,1,0,4.0,18.5,783.72,0,947.66,1,At-Risk Month-to-Month Consumers,0.0167,0,949.47,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12226,59,Male,0,Yes,No,31,One year,Yes,Mailed check,DSL,No,Yes,No,136.3,0,1,5.0,61.48,1854.03,0,2145.86,1,At-Risk Month-to-Month Consumers,0.0347,0,1898.32,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12227,60,Male,0,No,No,59,One year,Yes,Electronic check,DSL,No,No,No,78.6,2,3,4.0,46.4,2703.97,0,2002.74,0,High-Value Enterprise Loyalists,0.0355,0,1964.86,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12228,34,Male,0,No,No,48,Two year,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,12.9,1,1,4.0,21.36,1001.84,0,1140.19,1,At-Risk Month-to-Month Consumers,0.0065,0,1144.37,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12229,18,Female,0,Yes,Yes,47,Month-to-month,No,Mailed check,Fiber optic,No,No,Yes,404.9,5,1,2.0,100.8,4719.55,0,3228.62,3,Budget-Conscious Minimalists,0.4128,0,2597.15,Medium Risk (30-60%),High Value (>$2.5k)
CUST_12230,55,Male,0,Yes,No,29,One year,No,Credit card (automatic),Fiber optic,Yes,No,Yes,445.2,0,0,5.0,118.25,3430.39,0,3477.04,2,Tech-Savvy Heavy Streamers,0.0337,0,3597.91,Low Risk (<30%),High Value (>$2.5k)
CUST_12231,33,Male,0,Yes,No,39,Two year,No,Bank transfer (automatic),Fiber optic,No,Yes,No,388.9,0,0,5.0,91.57,3568.44,0,2930.45,2,Tech-Savvy Heavy Streamers,0.0074,0,2996.64,Low Risk (<30%),High Value (>$2.5k)
CUST_12232,52,Male,0,Yes,No,47,One year,No,Credit card (automatic),DSL,No,No,Yes,125.0,1,0,5.0,74.02,3446.06,0,2359.65,1,At-Risk Month-to-Month Consumers,0.0288,0,2468.69,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12233,18,Female,0,No,No,46,One year,No,Bank transfer (automatic),DSL,No,Yes,Yes,157.9,1,0,5.0,85.81,3934.62,0,2592.02,1,At-Risk Month-to-Month Consumers,0.0268,0,2760.57,Low Risk (<30%),High Value (>$2.5k)
CUST_12234,54,Female,0,No,No,53,Month-to-month,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,17.3,7,0,2.0,19.47,1057.95,0,1070.15,3,Budget-Conscious Minimalists,0.1572,0,954.6,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12235,26,Female,0,Yes,Yes,47,One year,No,Electronic check,DSL,Yes,Yes,Yes,80.5,1,2,5.0,97.89,4601.92,0,3137.75,1,At-Risk Month-to-Month Consumers,0.0536,0,2979.61,Low Risk (<30%),High Value (>$2.5k)
CUST_12236,51,Female,0,Yes,Yes,51,Two year,Yes,Credit card (automatic),Fiber optic,No,No,Yes,459.2,0,0,5.0,102.7,5252.06,0,3441.47,2,Tech-Savvy Heavy Streamers,0.0118,0,3553.83,Low Risk (<30%),High Value (>$2.5k)
CUST_12237,42,Female,0,No,No,33,Month-to-month,Yes,Electronic check,DSL,No,No,No,154.6,2,6,3.0,41.44,1333.6,1,939.25,0,High-Value Enterprise Loyalists,0.8167,1,1034.98,Critical Risk (>60%),Budget Value (<$1.2k)
CUST_12238,30,Female,0,No,No,15,One year,No,Electronic check,Fiber optic,Yes,No,No,370.5,0,2,4.0,85.35,1275.12,0,2645.18,0,High-Value Enterprise Loyalists,0.1449,0,2288.64,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12239,37,Male,0,No,No,50,One year,Yes,Mailed check,No,No internet service,No internet service,No internet service,18.3,1,0,5.0,18.5,943.02,0,1275.73,1,At-Risk Month-to-Month Consumers,0.0193,0,1121.46,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12240,51,Female,0,No,No,46,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,No,Yes,130.3,2,1,4.0,83.54,3845.07,0,2488.61,1,At-Risk Month-to-Month Consumers,0.0738,0,2634.09,Low Risk (<30%),High Value (>$2.5k)
CUST_12241,43,Male,0,Yes,No,19,One year,Yes,Bank transfer (automatic),Fiber optic,No,Yes,No,5.0,0,1,5.0,95.32,1785.32,0,2593.71,1,At-Risk Month-to-Month Consumers,0.0282,0,2558.79,Low Risk (<30%),High Value (>$2.5k)
CUST_12242,50,Female,0,No,No,48,Two year,Yes,Electronic check,Fiber optic,No,Yes,No,301.1,0,0,5.0,88.66,4265.11,0,2979.67,2,Tech-Savvy Heavy Streamers,0.0139,0,2946.68,Low Risk (<30%),High Value (>$2.5k)
CUST_12243,68,Female,1,No,No,31,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,Yes,No,330.3,2,1,3.0,107.09,3319.76,0,3520.98,3,Budget-Conscious Minimalists,0.3931,0,2675.68,Medium Risk (30-60%),High Value (>$2.5k)
CUST_12244,22,Female,0,No,No,42,Two year,Yes,Credit card (automatic),Fiber optic,No,Yes,No,327.0,3,0,4.0,91.95,3851.65,0,3069.38,3,Budget-Conscious Minimalists,0.0188,0,3024.92,Low Risk (<30%),High Value (>$2.5k)
CUST_12245,63,Female,0,Yes,Yes,36,Month-to-month,No,Bank transfer (automatic),DSL,Yes,No,Yes,99.3,6,0,2.0,82.05,2966.81,1,1313.52,3,Budget-Conscious Minimalists,0.4706,1,1960.47,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_12246,43,Male,0,Yes,No,42,Month-to-month,Yes,Mailed check,DSL,No,Yes,No,118.7,1,0,5.0,65.39,2724.41,1,1185.58,1,At-Risk Month-to-Month Consumers,0.0684,0,2123.89,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12247,30,Male,0,Yes,Yes,66,One year,Yes,Bank transfer (automatic),Fiber optic,No,No,No,444.0,2,0,4.0,75.68,4987.23,0,2882.6,2,Tech-Savvy Heavy Streamers,0.0346,0,2838.46,Low Risk (<30%),High Value (>$2.5k)
CUST_12248,25,Female,0,No,No,48,One year,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,16.3,3,1,3.0,22.47,1073.11,0,1078.7,3,Budget-Conscious Minimalists,0.0427,0,1141.38,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12249,40,Female,0,Yes,No,29,One year,No,Credit card (automatic),Fiber optic,Yes,No,Yes,328.4,2,0,5.0,120.12,3502.97,0,3559.64,2,Tech-Savvy Heavy Streamers,0.0672,0,3398.28,Low Risk (<30%),High Value (>$2.5k)
CUST_12250,54,Female,0,Yes,Yes,51,One year,No,Electronic check,DSL,No,No,No,39.0,1,3,4.0,47.2,2409.34,0,1999.56,0,High-Value Enterprise Loyalists,0.0354,0,1847.31,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12251,40,Male,0,No,No,36,Month-to-month,Yes,Electronic check,DSL,No,Yes,No,164.6,3,1,4.0,67.75,2426.26,1,1058.11,3,Budget-Conscious Minimalists,0.418,0,1768.66,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_12252,62,Male,0,Yes,No,53,Two year,No,Electronic check,No,No internet service,No internet service,No internet service,12.5,0,0,4.0,23.1,1207.3,0,1014.32,1,At-Risk Month-to-Month Consumers,0.0061,0,1207.4,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12253,23,Male,0,Yes,No,67,One year,No,Mailed check,Fiber optic,Yes,Yes,No,562.0,0,0,5.0,102.99,6864.74,0,3744.47,2,Tech-Savvy Heavy Streamers,0.026,0,3804.09,Low Risk (<30%),High Value (>$2.5k)
CUST_12254,42,Male,0,Yes,Yes,14,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,Yes,242.9,1,0,5.0,118.18,1634.4,0,3264.34,2,Tech-Savvy Heavy Streamers,0.1444,0,3022.01,Low Risk (<30%),High Value (>$2.5k)
CUST_12255,26,Male,0,Yes,Yes,6,One year,Yes,Mailed check,Fiber optic,No,Yes,Yes,437.5,0,0,5.0,113.24,677.99,1,1349.2,2,Tech-Savvy Heavy Streamers,0.2237,0,2644.96,Low Risk (<30%),High Value (>$2.5k)
CUST_12256,47,Female,0,Yes,Yes,61,Month-to-month,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,14.3,4,0,3.0,24.68,1459.19,1,1054.03,3,Budget-Conscious Minimalists,0.1013,0,1323.1,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12257,54,Female,0,No,No,8,One year,Yes,Mailed check,DSL,No,No,Yes,70.5,1,1,5.0,75.81,604.12,0,2120.99,1,At-Risk Month-to-Month Consumers,0.0534,0,1746.25,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12258,37,Male,0,No,No,34,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,No,465.3,1,0,5.0,89.82,3028.98,0,2882.03,2,Tech-Savvy Heavy Streamers,0.1934,0,2419.33,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12259,18,Male,0,Yes,No,52,One year,Yes,Mailed check,No,No internet service,No internet service,No internet service,6.5,1,0,5.0,18.5,983.66,0,1024.99,1,At-Risk Month-to-Month Consumers,0.0093,0,1135.77,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12260,45,Male,0,Yes,No,6,One year,Yes,Electronic check,Fiber optic,Yes,No,No,370.8,1,2,5.0,92.6,550.0,0,2712.19,2,Tech-Savvy Heavy Streamers,0.2107,0,2384.44,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12261,48,Male,0,No,No,10,One year,Yes,Credit card (automatic),DSL,Yes,No,No,125.1,1,1,4.0,59.23,590.63,0,1545.32,1,At-Risk Month-to-Month Consumers,0.1001,0,1596.38,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12262,47,Female,0,Yes,Yes,45,Month-to-month,No,Mailed check,DSL,No,No,Yes,89.3,2,0,4.0,70.1,3127.98,1,1450.34,1,At-Risk Month-to-Month Consumers,0.0966,0,2233.8,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12263,58,Male,0,Yes,No,55,One year,No,Bank transfer (automatic),DSL,No,No,Yes,170.5,2,1,3.0,69.54,3809.25,0,2618.33,3,Budget-Conscious Minimalists,0.043,0,2464.85,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12264,28,Male,0,No,No,46,One year,No,Electronic check,No,No internet service,No internet service,No internet service,16.2,0,2,5.0,25.18,1151.96,0,1183.67,1,At-Risk Month-to-Month Consumers,0.0372,0,1153.28,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12265,51,Female,0,Yes,Yes,12,One year,No,Bank transfer (automatic),DSL,No,No,No,193.5,0,0,5.0,46.51,568.49,0,1491.48,1,At-Risk Month-to-Month Consumers,0.0362,0,1307.31,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12266,58,Male,0,Yes,Yes,66,Two year,Yes,Mailed check,Fiber optic,No,No,No,383.9,2,1,4.0,77.46,5106.73,0,3090.22,2,Tech-Savvy Heavy Streamers,0.0167,0,2887.85,Low Risk (<30%),High Value (>$2.5k)
CUST_12267,19,Male,0,Yes,Yes,51,One year,Yes,Electronic check,DSL,Yes,No,Yes,142.8,1,1,4.0,87.01,4423.63,0,3036.32,1,At-Risk Month-to-Month Consumers,0.024,0,2826.0,Low Risk (<30%),High Value (>$2.5k)
CUST_12268,46,Female,0,No,No,19,Month-to-month,No,Bank transfer (automatic),DSL,No,No,No,30.3,0,0,5.0,46.31,861.13,0,1474.01,1,At-Risk Month-to-Month Consumers,0.0795,0,1291.19,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12269,35,Female,0,Yes,Yes,39,One year,Yes,Electronic check,Fiber optic,No,No,No,434.9,0,0,5.0,76.05,2971.64,0,2718.57,2,Tech-Savvy Heavy Streamers,0.0489,0,2535.45,Low Risk (<30%),High Value (>$2.5k)
CUST_12270,41,Female,0,Yes,No,24,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,17.4,2,0,4.0,23.23,551.05,0,892.98,1,At-Risk Month-to-Month Consumers,0.1959,0,886.16,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12271,47,Male,0,Yes,No,68,One year,Yes,Bank transfer (automatic),DSL,No,No,No,98.8,1,0,4.0,50.24,3385.35,0,1969.75,1,At-Risk Month-to-Month Consumers,0.026,0,2133.49,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12272,36,Female,0,No,No,43,One year,Yes,Mailed check,DSL,No,No,Yes,89.3,2,0,4.0,64.41,2775.41,0,2241.26,1,At-Risk Month-to-Month Consumers,0.0389,0,2124.33,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12273,33,Male,0,Yes,No,9,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,No,323.1,3,1,4.0,72.43,697.21,1,1028.85,3,Budget-Conscious Minimalists,0.4621,1,1522.72,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_12274,42,Male,0,Yes,Yes,8,Month-to-month,No,Electronic check,DSL,No,No,Yes,156.3,1,2,4.0,71.9,564.31,1,839.96,0,High-Value Enterprise Loyalists,0.6503,1,1355.16,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_12275,28,Female,0,No,No,16,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,8.9,4,0,3.0,18.5,302.23,1,318.98,3,Budget-Conscious Minimalists,0.7193,1,523.65,Critical Risk (>60%),Budget Value (<$1.2k)
CUST_12276,28,Male,0,No,No,25,Two year,No,Electronic check,DSL,Yes,No,Yes,65.7,1,1,5.0,83.46,2085.07,0,2574.18,1,At-Risk Month-to-Month Consumers,0.0159,0,2320.25,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12277,51,Male,0,Yes,No,34,One year,No,Electronic check,Fiber optic,No,No,Yes,448.7,0,1,4.0,97.28,3308.22,0,3220.66,2,Tech-Savvy Heavy Streamers,0.1597,0,2981.52,Low Risk (<30%),High Value (>$2.5k)
CUST_12278,27,Female,0,Yes,Yes,12,Month-to-month,Yes,Mailed check,DSL,Yes,No,Yes,102.9,3,0,3.0,86.99,1088.36,1,1009.19,3,Budget-Conscious Minimalists,0.4709,1,1550.58,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_12279,51,Female,0,No,No,19,Two year,Yes,Mailed check,DSL,Yes,No,Yes,114.0,0,0,5.0,83.58,1557.49,1,1261.34,1,At-Risk Month-to-Month Consumers,0.0352,0,2202.61,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12280,48,Male,0,No,No,23,Two year,Yes,Bank transfer (automatic),Fiber optic,No,No,Yes,334.8,0,0,5.0,94.74,2185.05,0,2796.35,2,Tech-Savvy Heavy Streamers,0.0174,0,2831.93,Low Risk (<30%),High Value (>$2.5k)
CUST_12281,20,Male,0,Yes,Yes,40,Month-to-month,Yes,Credit card (automatic),DSL,No,No,Yes,133.7,3,1,4.0,71.77,2871.32,0,2416.99,3,Budget-Conscious Minimalists,0.0778,0,2222.19,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12282,33,Female,0,Yes,No,1,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,No,No,503.4,2,1,4.0,93.45,58.81,0,2946.91,2,Tech-Savvy Heavy Streamers,0.4228,0,2338.41,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_12283,58,Female,0,Yes,Yes,65,One year,No,Mailed check,Fiber optic,Yes,No,Yes,219.8,0,0,5.0,112.67,7335.1,0,3562.73,2,Tech-Savvy Heavy Streamers,0.015,0,3668.57,Low Risk (<30%),High Value (>$2.5k)
CUST_12284,29,Female,0,Yes,Yes,0,Month-to-month,Yes,Electronic check,DSL,Yes,No,No,138.0,1,3,3.0,57.86,0.0,1,517.78,0,High-Value Enterprise Loyalists,0.7536,1,1052.52,Critical Risk (>60%),Budget Value (<$1.2k)
CUST_12285,36,Male,0,No,No,10,Month-to-month,No,Mailed check,Fiber optic,No,Yes,Yes,347.1,2,1,4.0,116.9,1185.99,0,3386.07,2,Tech-Savvy Heavy Streamers,0.4959,1,2283.32,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_12286,48,Female,0,Yes,No,32,One year,No,Electronic check,Fiber optic,No,No,Yes,387.7,0,0,5.0,102.86,3284.67,0,3127.35,2,Tech-Savvy Heavy Streamers,0.0444,0,3193.86,Low Risk (<30%),High Value (>$2.5k)
CUST_12287,52,Male,0,No,No,39,One year,No,Bank transfer (automatic),DSL,Yes,No,Yes,213.9,2,0,4.0,84.15,3284.31,0,2375.27,2,Tech-Savvy Heavy Streamers,0.0362,0,2609.19,Low Risk (<30%),High Value (>$2.5k)
CUST_12288,39,Male,0,No,No,46,Two year,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,8.5,2,1,3.0,19.69,915.08,0,909.99,1,At-Risk Month-to-Month Consumers,0.0162,0,1065.29,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12289,34,Female,0,Yes,No,35,Month-to-month,No,Mailed check,DSL,Yes,Yes,No,145.5,1,0,4.0,78.73,2712.33,0,2263.02,1,At-Risk Month-to-Month Consumers,0.061,0,2319.45,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12290,60,Male,0,Yes,No,26,Two year,No,Electronic check,DSL,Yes,No,Yes,166.2,0,0,5.0,77.0,2016.55,0,2124.96,1,At-Risk Month-to-Month Consumers,0.0172,0,2246.04,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12291,65,Female,1,No,No,42,Two year,No,Credit card (automatic),DSL,No,No,Yes,78.0,0,0,5.0,64.92,2738.72,0,2236.3,1,At-Risk Month-to-Month Consumers,0.0101,0,2184.65,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12292,55,Male,0,Yes,Yes,44,Two year,Yes,Electronic check,No,No internet service,No internet service,No internet service,13.7,0,1,5.0,18.87,824.89,0,1096.22,1,At-Risk Month-to-Month Consumers,0.0088,0,1055.99,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12293,43,Female,0,No,No,42,One year,Yes,Credit card (automatic),DSL,No,No,Yes,98.3,1,0,4.0,76.92,3248.99,0,2457.27,1,At-Risk Month-to-Month Consumers,0.0344,0,2433.94,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12294,31,Male,0,No,No,2,Month-to-month,Yes,Credit card (automatic),DSL,No,Yes,No,179.1,4,0,3.0,69.72,181.03,1,732.43,3,Budget-Conscious Minimalists,0.6375,1,1209.73,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_12295,31,Male,0,Yes,No,29,Month-to-month,Yes,Mailed check,Fiber optic,No,No,No,350.5,0,0,5.0,83.63,2467.55,0,2780.4,2,Tech-Savvy Heavy Streamers,0.0643,0,2541.37,Low Risk (<30%),High Value (>$2.5k)
CUST_12296,49,Female,0,Yes,Yes,52,Two year,Yes,Electronic check,No,No internet service,No internet service,No internet service,6.6,0,2,5.0,20.19,1096.47,0,1229.69,1,At-Risk Month-to-Month Consumers,0.0044,0,1180.6,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12297,47,Female,0,Yes,No,37,One year,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,26.9,3,0,4.0,18.5,647.49,1,561.42,1,At-Risk Month-to-Month Consumers,0.0285,0,922.99,Low Risk (<30%),Budget Value (<$1.2k)
CUST_12298,60,Female,0,No,No,22,Two year,Yes,Bank transfer (automatic),Fiber optic,No,No,Yes,554.1,0,1,4.0,101.97,2238.14,0,2907.69,2,Tech-Savvy Heavy Streamers,0.0465,0,3052.29,Low Risk (<30%),High Value (>$2.5k)
CUST_12299,50,Female,0,No,No,53,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,No,464.3,2,2,4.0,90.61,4805.2,1,1568.68,0,High-Value Enterprise Loyalists,0.4588,1,2699.77,Medium Risk (30-60%),High Value (>$2.5k)
CUST_12300,22,Male,0,No,No,13,One year,No,Mailed check,DSL,No,No,Yes,111.1,1,3,3.0,73.02,947.87,0,1862.06,0,High-Value Enterprise Loyalists,0.2679,0,1519.15,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12301,56,Male,0,No,No,40,Two year,Yes,Bank transfer (automatic),Fiber optic,No,No,Yes,215.3,1,0,4.0,101.78,4095.77,0,3372.1,2,Tech-Savvy Heavy Streamers,0.0197,0,3188.07,Low Risk (<30%),High Value (>$2.5k)
CUST_12302,29,Female,0,Yes,Yes,60,Two year,Yes,Electronic check,DSL,No,No,No,109.4,0,1,5.0,56.27,3343.02,0,2078.11,1,At-Risk Month-to-Month Consumers,0.0075,0,2193.79,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12303,37,Male,0,No,No,41,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,Yes,463.7,3,2,3.0,122.47,4997.66,1,1779.41,0,High-Value Enterprise Loyalists,0.9383,1,2116.11,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_12304,45,Male,0,No,No,48,One year,Yes,Electronic check,DSL,No,No,No,112.0,0,0,5.0,45.17,2158.38,0,1760.74,1,At-Risk Month-to-Month Consumers,0.0246,0,1734.15,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12305,68,Male,1,No,No,50,One year,No,Electronic check,Fiber optic,Yes,Yes,No,281.6,0,1,4.0,105.53,5280.62,0,3368.25,2,Tech-Savvy Heavy Streamers,0.0274,0,3469.2,Low Risk (<30%),High Value (>$2.5k)
CUST_12306,80,Female,1,Yes,No,68,One year,Yes,Electronic check,DSL,Yes,No,Yes,58.0,0,0,5.0,81.07,5513.59,0,2820.86,1,At-Risk Month-to-Month Consumers,0.0076,0,2838.62,Low Risk (<30%),High Value (>$2.5k)
CUST_12307,50,Female,0,No,No,27,Month-to-month,No,Electronic check,Fiber optic,No,No,Yes,237.2,0,2,4.0,98.19,2658.1,0,2694.76,0,High-Value Enterprise Loyalists,0.2352,0,2561.29,Low Risk (<30%),High Value (>$2.5k)
CUST_12308,40,Female,0,No,No,6,Month-to-month,Yes,Electronic check,Fiber optic,Yes,Yes,Yes,180.7,0,2,5.0,127.16,776.54,1,1310.55,2,Tech-Savvy Heavy Streamers,0.6955,1,1964.16,Critical Risk (>60%),Mid Value ($1.2k-$2.5k)
CUST_12309,49,Male,0,No,No,7,One year,Yes,Electronic check,DSL,Yes,No,Yes,125.0,3,1,4.0,74.87,544.19,1,639.68,3,Budget-Conscious Minimalists,0.376,0,1578.31,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_12310,54,Female,0,No,No,5,Month-to-month,No,Credit card (automatic),DSL,Yes,Yes,Yes,154.0,1,2,4.0,94.58,488.13,0,2258.4,0,High-Value Enterprise Loyalists,0.3259,0,2156.25,Medium Risk (30-60%),Mid Value ($1.2k-$2.5k)
CUST_12311,38,Female,0,No,No,19,Two year,No,Bank transfer (automatic),DSL,Yes,No,Yes,66.4,1,0,4.0,86.51,1637.69,0,2576.05,1,At-Risk Month-to-Month Consumers,0.0141,0,2420.98,Low Risk (<30%),Mid Value ($1.2k-$2.5k)
CUST_12312,65,Female,1,No,No,43,One year,Yes,Mailed check,No,No internet service,No internet service,No internet service,6.3,0,0,5.0,18.5,786.67,0,930.07,1,At-Risk Month-to-Month Consumers,0.0149,0,954.19,Low Risk (<30%),Budget Value (<$1.2k)
