CustomerID,Age,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,ContractType,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,TechSupport,StreamingServices,MonthlyUsageGB,SupportTicketsLastYear,PaymentDelaysCount,CustomerSatisfactionScore,MonthlyCharges,TotalChargesHistorical,Churn,CustomerLifetimeValue
CUST_12630,36,Male,0,No,No,20,Month-to-month,No,Electronic check,Fiber optic,No,Yes,No,422.4,2,2,3.0,85.25,1700.22,1,1462.38
CUST_12631,46,Male,0,No,No,38,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,No,423.9,1,0,4.0,74.91,2830.24,0,2646.72
CUST_12632,48,Male,0,No,No,59,Two year,No,Electronic check,No,No internet service,No internet service,No internet service,6.7,0,2,3.0,22.55,1342.27,0,1379.9
CUST_12633,45,Male,0,No,No,55,Two year,Yes,Electronic check,DSL,Yes,Yes,No,99.4,0,5,3.0,73.53,3955.6,0,2335.13
CUST_12634,46,Female,0,No,No,52,One year,Yes,Credit card (automatic),DSL,Yes,No,No,73.8,2,2,4.0,64.24,3343.04,0,2222.13
CUST_12635,64,Female,0,Yes,Yes,10,Month-to-month,No,Credit card (automatic),No,No internet service,No internet service,No internet service,14.1,4,0,4.0,18.5,176.04,1,365.28
CUST_12636,56,Male,0,No,No,31,Two year,Yes,Credit card (automatic),Fiber optic,Yes,No,No,266.8,0,0,5.0,85.82,2653.84,0,2856.29
CUST_12637,44,Female,0,No,No,27,One year,No,Mailed check,DSL,Yes,Yes,Yes,127.3,0,1,4.0,93.71,2512.31,0,2537.2
CUST_12638,54,Female,0,No,No,11,Month-to-month,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,9.0,2,1,4.0,22.55,289.56,0,643.06
CUST_12639,29,Female,0,No,No,15,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,No,No,398.1,0,1,4.0,77.53,1164.16,0,2431.31
CUST_12640,47,Male,0,Yes,No,43,Month-to-month,No,Electronic check,DSL,Yes,Yes,Yes,217.7,4,0,4.0,94.84,4105.85,0,3075.01
CUST_12641,66,Female,1,No,No,26,One year,Yes,Credit card (automatic),Fiber optic,Yes,No,No,386.3,1,0,5.0,93.18,2411.06,0,2936.08
CUST_12642,39,Male,0,Yes,No,50,One year,No,Electronic check,Fiber optic,Yes,No,No,505.0,0,1,5.0,95.05,4740.36,0,3058.59
CUST_12643,31,Male,0,Yes,Yes,57,Month-to-month,Yes,Credit card (automatic),DSL,Yes,No,No,111.4,1,0,4.0,53.56,3087.89,0,2043.47
CUST_12644,34,Female,0,Yes,Yes,65,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,Yes,221.9,0,0,4.0,128.0,8339.77,0,4075.16
CUST_12645,28,Male,0,Yes,No,21,Two year,Yes,Electronic check,No,No internet service,No internet service,No internet service,13.0,0,2,4.0,19.2,389.11,0,720.28
CUST_12646,32,Male,0,No,No,19,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,No,Yes,415.9,2,1,4.0,104.44,2009.04,1,1369.45
CUST_12647,37,Male,0,Yes,Yes,26,Month-to-month,Yes,Electronic check,Fiber optic,No,No,Yes,344.9,2,2,4.0,100.59,2586.91,0,3013.75
CUST_12648,24,Male,0,Yes,Yes,37,One year,No,Bank transfer (automatic),DSL,No,No,No,104.9,0,0,5.0,51.38,1928.4,0,1959.84
CUST_12649,42,Female,0,No,No,6,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,No,Yes,438.7,1,0,5.0,107.54,661.03,0,3414.14
CUST_12650,54,Male,0,Yes,No,63,Month-to-month,Yes,Bank transfer (automatic),DSL,No,No,No,115.6,1,0,5.0,44.39,2794.38,0,1790.89
CUST_12651,30,Female,0,Yes,No,21,Month-to-month,No,Credit card (automatic),DSL,No,No,No,51.8,1,1,5.0,47.2,998.66,0,1466.16
CUST_12652,62,Male,0,Yes,Yes,9,Two year,Yes,Electronic check,Fiber optic,No,No,Yes,421.5,0,1,4.0,93.82,818.17,0,2771.52
CUST_12653,49,Male,0,Yes,Yes,3,Two year,No,Mailed check,Fiber optic,Yes,No,Yes,376.0,2,0,4.0,107.44,313.2,0,3058.74
CUST_12654,55,Male,0,Yes,Yes,3,One year,Yes,Credit card (automatic),Fiber optic,No,Yes,Yes,486.0,0,0,5.0,119.22,391.75,0,3389.08
CUST_12655,33,Female,0,Yes,Yes,37,Two year,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,17.0,1,0,4.0,18.5,714.58,0,983.64
CUST_12656,53,Female,0,No,No,48,Two year,No,Credit card (automatic),Fiber optic,No,Yes,No,274.3,2,1,4.0,89.31,4261.53,0,3022.87
CUST_12657,28,Female,0,Yes,No,10,Month-to-month,Yes,Mailed check,DSL,Yes,No,No,132.8,2,0,5.0,59.1,600.48,0,1738.27
CUST_12658,54,Female,0,Yes,Yes,34,One year,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,14.3,1,0,5.0,20.16,645.18,0,813.91
CUST_12659,44,Female,0,No,No,28,One year,Yes,Credit card (automatic),DSL,No,Yes,No,127.5,0,1,3.0,57.09,1634.64,1,1007.05
CUST_12660,49,Male,0,Yes,Yes,17,One year,Yes,Credit card (automatic),Fiber optic,No,No,Yes,477.7,2,0,4.0,97.8,1670.18,0,3043.74
CUST_12661,27,Female,0,No,No,2,Month-to-month,No,Credit card (automatic),DSL,No,No,No,102.8,0,0,5.0,48.08,84.65,0,1164.62
CUST_12662,30,Male,0,No,No,48,One year,Yes,Electronic check,No,No internet service,No internet service,No internet service,13.5,1,2,4.0,21.99,998.57,0,1180.92
CUST_12663,50,Female,0,Yes,Yes,28,Two year,No,Mailed check,DSL,No,Yes,No,19.7,1,0,5.0,58.89,1645.4,0,1559.17
CUST_12664,30,Male,0,No,No,29,Month-to-month,Yes,Electronic check,Fiber optic,No,No,No,553.7,2,2,3.0,72.58,2158.57,1,1303.95
CUST_12665,48,Male,0,Yes,Yes,3,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,Yes,348.4,3,2,3.0,110.2,323.01,1,1129.54
CUST_12666,24,Male,0,Yes,Yes,44,One year,Yes,Mailed check,DSL,No,No,Yes,94.0,0,0,5.0,69.5,3065.17,0,2112.44
CUST_12667,53,Male,0,No,No,20,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,No,Yes,465.2,1,0,4.0,109.97,2192.47,0,3257.46
CUST_12668,26,Female,0,No,No,26,Month-to-month,Yes,Bank transfer (automatic),DSL,Yes,Yes,No,173.6,3,0,4.0,74.55,1924.8,0,2237.49
CUST_12669,49,Male,0,No,No,24,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,No,Yes,162.0,1,0,5.0,111.09,2676.07,0,3127.76
CUST_12670,50,Female,0,No,No,57,Two year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,11.9,2,0,4.0,18.75,1106.72,0,1147.39
CUST_12671,33,Female,0,Yes,No,54,One year,No,Electronic check,Fiber optic,No,No,Yes,382.8,1,2,3.0,98.99,5356.38,0,3602.98
CUST_12672,50,Male,0,No,No,54,Two year,Yes,Electronic check,DSL,No,No,Yes,73.1,1,0,5.0,71.45,3859.42,0,2361.49
CUST_12673,45,Female,0,No,No,61,Month-to-month,Yes,Electronic check,DSL,Yes,No,No,95.3,2,2,4.0,64.15,3901.38,0,2214.64
CUST_12674,35,Male,0,No,No,15,Month-to-month,No,Bank transfer (automatic),DSL,No,Yes,Yes,66.1,2,0,5.0,85.55,1286.71,1,713.7
CUST_12675,29,Female,0,No,No,9,One year,No,Electronic check,Fiber optic,Yes,Yes,No,353.7,1,1,4.0,106.96,949.63,0,2897.64
CUST_12676,18,Female,0,No,No,39,Two year,Yes,Credit card (automatic),Fiber optic,No,No,No,228.4,0,0,5.0,73.57,2862.83,0,2368.42
CUST_12677,47,Female,0,Yes,Yes,55,Two year,No,Electronic check,Fiber optic,No,No,No,650.2,0,1,5.0,83.63,4622.88,0,3413.89
CUST_12678,22,Female,0,No,No,11,Month-to-month,Yes,Electronic check,Fiber optic,No,No,No,559.7,1,1,4.0,80.06,890.27,1,1212.9
CUST_12679,43,Female,0,Yes,Yes,46,One year,Yes,Mailed check,No,No internet service,No internet service,No internet service,9.2,0,0,5.0,26.15,1201.61,0,1208.98
CUST_12680,39,Female,0,Yes,Yes,32,Two year,Yes,Mailed check,Fiber optic,No,Yes,No,131.9,0,0,4.0,92.0,2899.49,0,2705.02
CUST_12681,51,Female,0,No,No,51,Month-to-month,No,Credit card (automatic),Fiber optic,No,Yes,No,168.8,3,0,4.0,92.01,4683.38,0,2717.47
CUST_12682,38,Male,0,Yes,Yes,21,Two year,Yes,Credit card (automatic),DSL,No,Yes,Yes,99.5,1,2,4.0,79.67,1718.16,0,2423.96
CUST_12683,38,Female,0,No,No,12,One year,Yes,Credit card (automatic),DSL,No,No,No,127.0,3,1,3.0,51.35,639.28,1,584.9
CUST_12684,52,Male,0,Yes,Yes,62,Two year,No,Electronic check,Fiber optic,No,No,Yes,185.7,1,1,4.0,94.54,5887.32,0,3302.46
CUST_12685,46,Female,0,No,No,10,Month-to-month,No,Bank transfer (automatic),Fiber optic,No,No,Yes,313.6,2,0,4.0,100.78,987.9,0,2723.93
CUST_12686,46,Male,0,Yes,No,52,One year,Yes,Mailed check,DSL,Yes,Yes,Yes,109.8,0,1,4.0,101.26,5306.31,0,3088.62
CUST_12687,48,Female,0,Yes,No,18,Month-to-month,No,Electronic check,DSL,No,No,No,68.6,1,0,4.0,47.05,826.87,0,1282.08
CUST_12688,22,Female,0,Yes,No,20,One year,No,Mailed check,DSL,Yes,Yes,Yes,177.9,0,1,5.0,96.48,1933.48,0,2666.71
CUST_12689,52,Male,0,No,No,60,Two year,Yes,Mailed check,DSL,No,No,Yes,133.1,0,0,5.0,77.83,4648.68,0,2821.87
CUST_12690,50,Female,0,Yes,No,32,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,No,405.3,2,0,4.0,83.27,2702.61,1,1234.01
CUST_12691,29,Male,0,No,No,24,Month-to-month,Yes,Electronic check,DSL,No,No,No,221.8,3,0,3.0,47.26,1150.95,0,1747.67
CUST_12692,39,Female,0,Yes,No,30,Month-to-month,No,Credit card (automatic),DSL,Yes,No,Yes,73.9,2,0,4.0,77.65,2360.29,0,2440.74
CUST_12693,41,Male,0,Yes,Yes,40,One year,No,Bank transfer (automatic),Fiber optic,No,No,No,462.7,0,0,4.0,80.12,3139.55,0,2741.3
CUST_12694,40,Female,0,Yes,Yes,58,Month-to-month,Yes,Electronic check,Fiber optic,Yes,Yes,Yes,554.5,6,1,2.0,128.0,7429.45,1,2057.58
CUST_12695,46,Female,0,Yes,No,39,Two year,Yes,Credit card (automatic),Fiber optic,No,Yes,No,535.6,1,0,4.0,88.43,3422.3,0,3120.46
CUST_12696,61,Male,0,No,No,42,One year,No,Credit card (automatic),Fiber optic,Yes,Yes,Yes,429.2,2,0,5.0,128.0,5375.82,1,1945.91
CUST_12697,56,Female,0,No,No,2,One year,No,Credit card (automatic),Fiber optic,Yes,No,Yes,134.4,3,0,3.0,113.36,175.08,0,2949.46
CUST_12698,25,Male,0,Yes,Yes,17,Two year,Yes,Bank transfer (automatic),Fiber optic,Yes,Yes,No,391.2,1,0,5.0,108.25,1815.98,0,2881.71
CUST_12699,50,Female,0,No,No,53,Month-to-month,Yes,Mailed check,Fiber optic,Yes,No,Yes,279.9,3,3,2.0,110.2,5815.13,0,3298.22
CUST_12700,59,Male,0,No,No,41,Month-to-month,No,Mailed check,Fiber optic,No,No,Yes,377.3,3,0,4.0,104.52,4244.49,0,3651.65
CUST_12701,47,Female,0,Yes,No,3,One year,Yes,Mailed check,No,No internet service,No internet service,No internet service,20.4,0,0,5.0,22.92,56.51,0,724.44
CUST_12702,56,Male,0,Yes,No,22,One year,No,Credit card (automatic),DSL,Yes,No,Yes,134.4,0,1,5.0,81.99,1830.18,0,2292.82
CUST_12703,68,Male,1,No,No,16,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,No,211.1,4,0,3.0,77.29,1242.55,1,793.64
CUST_12704,55,Female,0,Yes,Yes,66,Two year,No,Electronic check,Fiber optic,Yes,No,No,179.8,0,1,5.0,92.89,6106.28,0,3041.79
CUST_12705,45,Female,0,Yes,No,32,One year,Yes,Bank transfer (automatic),Fiber optic,No,Yes,No,253.7,2,0,5.0,95.1,3039.51,1,1498.81
CUST_12706,56,Female,0,Yes,Yes,23,Month-to-month,No,Bank transfer (automatic),DSL,Yes,Yes,No,115.8,2,0,5.0,73.47,1691.39,1,885.17
CUST_12707,44,Male,0,No,No,22,One year,Yes,Credit card (automatic),DSL,No,No,No,177.5,3,0,4.0,40.42,915.71,0,1147.31
CUST_12708,42,Female,0,Yes,Yes,19,Two year,No,Electronic check,DSL,No,Yes,No,131.1,1,1,4.0,55.56,1085.66,0,1566.66
CUST_12709,37,Female,0,Yes,Yes,53,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,Yes,334.9,1,0,5.0,104.68,5550.17,0,3236.97
CUST_12710,62,Female,0,Yes,Yes,24,Month-to-month,Yes,Electronic check,Fiber optic,No,No,No,324.9,1,2,5.0,74.98,1802.49,1,1111.06
CUST_12711,31,Female,0,Yes,Yes,41,One year,Yes,Electronic check,DSL,No,No,Yes,112.0,0,0,5.0,65.57,2725.26,0,2054.95
CUST_12712,62,Male,0,Yes,Yes,67,Two year,No,Bank transfer (automatic),Fiber optic,Yes,No,Yes,453.5,2,1,3.0,111.64,7442.65,0,4003.48
CUST_12713,48,Male,0,No,No,10,One year,No,Electronic check,DSL,No,No,No,75.8,1,0,5.0,48.92,478.53,0,1479.99
CUST_12714,24,Male,0,Yes,Yes,17,Month-to-month,No,Bank transfer (automatic),DSL,No,Yes,Yes,167.9,1,1,4.0,82.05,1358.3,0,2190.82
CUST_12715,47,Male,0,No,No,38,Two year,Yes,Electronic check,Fiber optic,No,No,Yes,441.1,0,1,5.0,91.64,3462.05,1,1589.14
CUST_12716,18,Male,0,Yes,Yes,15,Month-to-month,Yes,Credit card (automatic),Fiber optic,Yes,Yes,No,317.3,3,0,4.0,103.56,1586.69,0,2991.66
CUST_12717,50,Female,0,No,No,34,One year,Yes,Credit card (automatic),Fiber optic,Yes,No,Yes,684.8,1,0,5.0,107.58,3681.69,0,3776.6
CUST_12718,54,Female,0,No,No,37,Two year,Yes,Electronic check,Fiber optic,No,No,No,475.8,1,4,4.0,72.83,2684.09,0,2554.77
CUST_12719,34,Male,0,Yes,Yes,10,Month-to-month,No,Bank transfer (automatic),No,No internet service,No internet service,No internet service,14.0,1,0,5.0,23.15,213.41,0,447.23
CUST_12720,44,Male,0,No,No,62,Two year,Yes,Electronic check,Fiber optic,Yes,Yes,Yes,443.9,0,1,5.0,121.57,7541.95,0,4057.68
CUST_12721,67,Male,1,No,No,45,Two year,Yes,Bank transfer (automatic),DSL,Yes,Yes,Yes,107.1,0,1,5.0,99.62,4497.53,0,3101.77
CUST_12722,35,Female,0,No,No,21,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,No,258.5,2,0,4.0,107.08,2243.61,1,1403.21
CUST_12723,28,Female,0,Yes,Yes,5,One year,No,Electronic check,Fiber optic,Yes,Yes,No,290.1,1,1,4.0,104.75,525.96,1,1224.02
CUST_12724,61,Female,0,No,No,26,Month-to-month,No,Credit card (automatic),No,No internet service,No internet service,No internet service,15.0,1,0,5.0,24.99,664.35,0,994.94
CUST_12725,68,Male,1,No,No,27,One year,No,Electronic check,DSL,No,Yes,Yes,49.0,1,1,4.0,88.88,2396.98,0,2594.02
CUST_12726,42,Male,0,No,No,18,One year,Yes,Bank transfer (automatic),Fiber optic,Yes,No,No,177.9,2,0,4.0,83.78,1524.24,0,2169.29
CUST_12727,55,Male,0,No,No,22,Two year,No,Electronic check,DSL,No,No,No,136.7,0,2,4.0,48.26,1078.31,0,1436.19
CUST_12728,59,Female,0,Yes,Yes,27,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,No,Yes,302.3,4,0,3.0,111.48,3006.88,1,1453.03
CUST_12729,32,Male,0,No,No,10,One year,Yes,Electronic check,DSL,No,No,Yes,203.1,0,2,4.0,74.87,752.84,1,964.89
CUST_12730,36,Female,0,No,No,65,Two year,Yes,Electronic check,No,No internet service,No internet service,No internet service,18.5,0,1,4.0,18.5,1201.64,0,1125.49
CUST_12731,58,Female,0,No,No,29,Month-to-month,Yes,Electronic check,DSL,No,Yes,No,138.5,6,2,2.0,63.18,1839.52,0,1827.34
CUST_12732,64,Male,0,Yes,Yes,25,Two year,Yes,Electronic check,Fiber optic,No,Yes,Yes,408.7,0,3,4.0,115.56,2876.99,0,3472.89
CUST_12733,49,Female,0,No,No,21,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,Yes,No,327.9,3,0,4.0,97.56,2069.86,0,2942.2
CUST_12734,31,Female,0,Yes,Yes,22,Month-to-month,No,Credit card (automatic),DSL,No,No,Yes,150.5,1,1,5.0,70.82,1544.84,0,2254.26
CUST_12735,68,Male,1,No,No,56,Two year,No,Credit card (automatic),Fiber optic,No,No,Yes,343.6,1,0,4.0,101.52,5689.66,0,3523.45
CUST_12736,35,Male,0,Yes,Yes,48,One year,No,Electronic check,Fiber optic,Yes,No,Yes,391.1,1,2,4.0,118.58,5641.15,0,3577.74
CUST_12737,38,Female,0,Yes,Yes,41,Two year,No,Electronic check,Fiber optic,No,No,No,322.1,1,1,4.0,76.71,3149.07,0,2743.72
CUST_12738,46,Male,0,No,No,59,One year,No,Bank transfer (automatic),DSL,Yes,No,No,169.9,0,0,4.0,60.25,3573.94,0,2287.96
CUST_12739,62,Female,0,Yes,Yes,36,One year,Yes,Credit card (automatic),DSL,Yes,No,Yes,86.9,0,0,5.0,83.89,2996.03,0,2477.04
CUST_12740,53,Male,0,No,No,5,Month-to-month,Yes,Bank transfer (automatic),DSL,No,No,Yes,32.5,1,1,5.0,65.95,282.92,0,1645.87
CUST_12741,47,Male,0,No,No,37,Month-to-month,Yes,Electronic check,Fiber optic,No,No,No,290.2,5,0,3.0,72.13,2654.24,0,2609.45
CUST_12742,48,Male,0,Yes,Yes,58,One year,No,Credit card (automatic),DSL,Yes,No,No,184.1,1,0,4.0,61.26,3505.93,0,2120.02
CUST_12743,43,Male,0,Yes,Yes,10,Two year,No,Electronic check,DSL,No,Yes,Yes,155.1,1,2,4.0,85.32,840.11,0,2193.43
CUST_12744,49,Female,0,No,No,22,Two year,Yes,Credit card (automatic),DSL,No,No,No,169.7,1,0,4.0,55.37,1188.39,0,1679.32
CUST_12745,18,Female,0,Yes,Yes,22,One year,Yes,Credit card (automatic),Fiber optic,Yes,Yes,No,366.7,0,1,5.0,104.01,2281.33,0,2931.18
CUST_12746,38,Female,0,No,No,59,Month-to-month,Yes,Credit card (automatic),DSL,Yes,Yes,Yes,125.8,4,0,2.0,98.73,5821.57,0,3028.25
CUST_12747,45,Female,0,No,No,30,Month-to-month,Yes,Electronic check,DSL,No,No,Yes,94.2,2,0,4.0,65.4,1980.78,0,1930.9
CUST_12748,27,Male,0,Yes,No,29,Two year,No,Mailed check,DSL,Yes,No,No,96.2,1,0,5.0,57.9,1722.88,0,1504.63
CUST_12749,47,Female,0,Yes,No,52,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,No,353.8,2,1,4.0,84.4,4382.22,0,3022.94
CUST_12750,39,Female,0,Yes,No,42,Month-to-month,No,Electronic check,No,No internet service,No internet service,No internet service,15.1,3,1,3.0,18.5,771.3,1,774.06
CUST_12751,65,Female,1,No,No,10,One year,No,Mailed check,DSL,Yes,No,No,115.8,2,0,5.0,62.51,618.07,0,1769.72
CUST_12752,62,Male,0,Yes,No,12,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,Yes,386.9,3,0,4.0,105.15,1260.05,0,2953.83
CUST_12753,36,Female,0,Yes,No,44,Month-to-month,No,Electronic check,DSL,No,No,Yes,102.0,1,0,4.0,69.36,3022.07,0,2403.01
CUST_12754,40,Male,0,No,No,33,Month-to-month,No,Electronic check,DSL,Yes,No,No,136.9,4,0,3.0,55.69,1878.4,1,881.51
CUST_12755,41,Female,0,No,No,2,One year,No,Electronic check,DSL,No,Yes,No,175.1,1,3,4.0,67.54,151.58,0,1862.92
CUST_12756,36,Female,0,Yes,No,13,One year,No,Credit card (automatic),No,No internet service,No internet service,No internet service,25.6,2,0,5.0,23.94,340.03,0,779.13
CUST_12757,45,Female,0,Yes,Yes,27,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,No,Yes,264.2,1,0,5.0,99.88,2716.29,1,1127.09
CUST_12758,32,Male,0,No,No,29,Two year,No,Bank transfer (automatic),DSL,No,No,Yes,171.2,0,0,5.0,72.05,2111.91,0,2263.02
CUST_12759,27,Male,0,No,No,56,Two year,Yes,Electronic check,DSL,No,No,No,153.3,2,2,3.0,45.54,2560.65,0,1940.57
CUST_12760,50,Male,0,No,No,34,Month-to-month,No,Bank transfer (automatic),Fiber optic,Yes,No,Yes,499.0,3,0,4.0,109.5,3756.48,0,3761.09
CUST_12761,50,Female,0,No,No,41,One year,Yes,Electronic check,DSL,No,No,No,204.5,2,1,4.0,48.04,1971.77,0,1745.36
CUST_12762,32,Female,0,No,No,50,One year,No,Bank transfer (automatic),DSL,No,No,Yes,183.9,1,0,4.0,69.93,3501.33,0,2464.35
CUST_12763,54,Male,0,No,No,34,One year,Yes,Bank transfer (automatic),Fiber optic,No,No,No,199.5,1,0,4.0,72.67,2455.57,0,2586.41
CUST_12764,34,Female,0,No,No,0,Month-to-month,Yes,Credit card (automatic),DSL,No,Yes,No,123.5,2,1,5.0,60.44,,0,1608.15
CUST_12765,45,Male,0,No,No,59,One year,No,Electronic check,Fiber optic,No,No,No,252.9,1,1,4.0,73.12,4331.36,0,2785.16
CUST_12766,53,Male,0,No,No,27,One year,No,Electronic check,DSL,No,Yes,No,130.8,0,1,5.0,66.35,1783.54,0,1854.84
CUST_12767,42,Female,0,Yes,No,24,One year,No,Credit card (automatic),DSL,No,No,No,207.0,6,1,2.0,49.86,1174.68,0,1623.54
CUST_12768,48,Male,0,Yes,Yes,24,Month-to-month,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,18.8,5,0,3.0,21.78,551.5,1,559.2
CUST_12769,35,Female,0,No,No,11,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,15.6,1,0,5.0,18.5,205.7,0,488.19
CUST_12770,39,Female,0,Yes,Yes,43,Two year,No,Electronic check,Fiber optic,No,No,Yes,259.2,1,2,5.0,95.25,4097.36,0,3140.77
CUST_12771,39,Female,0,No,No,20,Month-to-month,Yes,Mailed check,Fiber optic,No,No,Yes,312.1,4,0,3.0,101.3,2063.27,0,3124.06
CUST_12772,32,Male,0,Yes,Yes,35,One year,No,Mailed check,Fiber optic,No,No,Yes,488.8,0,0,5.0,105.02,3639.75,0,3655.39
CUST_12773,40,Female,0,No,No,52,Month-to-month,Yes,Credit card (automatic),DSL,No,No,No,86.3,2,0,4.0,49.58,2598.45,1,1368.72
CUST_12774,22,Male,0,Yes,No,62,Two year,No,Bank transfer (automatic),Fiber optic,No,Yes,Yes,538.0,2,0,5.0,117.69,7264.94,0,4034.26
CUST_12775,36,Male,0,No,No,60,Month-to-month,Yes,Electronic check,Fiber optic,Yes,Yes,No,451.5,4,0,4.0,107.22,6392.24,1,1989.25
CUST_12776,38,Male,0,No,No,23,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,Yes,209.0,2,0,4.0,101.81,2337.87,0,2882.41
CUST_12777,39,Male,0,Yes,Yes,27,One year,No,Electronic check,Fiber optic,Yes,No,Yes,530.7,0,0,5.0,111.78,3056.31,0,3281.64
CUST_12778,39,Female,0,No,No,21,Month-to-month,No,Electronic check,Fiber optic,No,Yes,No,188.2,5,1,4.0,89.11,1860.37,1,1136.84
CUST_12779,41,Female,0,Yes,Yes,50,One year,No,Mailed check,DSL,No,No,No,52.4,0,0,5.0,51.5,2593.14,0,1820.19
CUST_12780,48,Female,0,Yes,Yes,37,Month-to-month,No,Electronic check,DSL,No,No,Yes,147.2,4,2,3.0,72.42,2665.78,0,2082.58
CUST_12781,53,Male,0,Yes,Yes,2,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,No,No,468.2,0,0,5.0,79.64,141.73,0,2401.1
CUST_12782,34,Male,0,Yes,Yes,22,One year,Yes,Mailed check,DSL,No,Yes,No,107.4,0,0,5.0,64.0,1395.65,0,1685.23
CUST_12783,26,Male,0,No,No,7,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,Yes,No,No,257.2,5,2,2.0,87.33,585.91,1,899.82
CUST_12784,28,Male,0,Yes,No,30,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,Yes,326.3,2,0,4.0,104.78,3159.05,0,3346.84
CUST_12785,36,Male,0,No,No,56,One year,Yes,Credit card (automatic),DSL,No,No,Yes,133.3,0,1,5.0,62.86,3485.73,0,2306.29
CUST_12786,37,Female,0,Yes,Yes,24,Month-to-month,No,Credit card (automatic),DSL,Yes,No,Yes,125.0,1,0,4.0,81.06,1945.52,1,1113.74
CUST_12787,32,Male,0,No,No,42,Month-to-month,Yes,Credit card (automatic),No,No internet service,No internet service,No internet service,11.3,1,3,3.0,24.56,1023.31,1,922.73
CUST_12788,25,Male,0,Yes,No,9,Month-to-month,No,Mailed check,DSL,No,No,No,68.1,1,0,5.0,47.52,387.24,0,1437.94
CUST_12789,36,Female,0,No,No,18,Month-to-month,Yes,Electronic check,No,No internet service,No internet service,No internet service,13.1,1,2,4.0,19.61,327.16,1,626.49
CUST_12790,44,Male,0,No,No,31,Two year,Yes,Bank transfer (automatic),DSL,No,Yes,No,78.3,0,0,5.0,60.06,1866.41,0,1887.74
CUST_12791,50,Female,0,No,No,27,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,No,404.3,2,0,4.0,100.06,2693.13,1,1708.53
CUST_12792,35,Male,0,Yes,Yes,41,Two year,Yes,Electronic check,No,No internet service,No internet service,No internet service,21.0,2,3,4.0,24.32,1010.7,0,950.79
CUST_12793,37,Male,0,No,No,41,Two year,Yes,Electronic check,No,No internet service,No internet service,No internet service,12.0,2,3,3.0,28.01,1144.15,0,1233.04
CUST_12794,30,Male,0,Yes,Yes,57,Month-to-month,No,Mailed check,No,No internet service,No internet service,No internet service,19.9,5,0,3.0,19.16,1094.57,0,892.89
CUST_12795,42,Female,0,Yes,Yes,9,Month-to-month,Yes,Bank transfer (automatic),No,No internet service,No internet service,No internet service,23.4,2,0,4.0,18.5,181.45,0,610.08
CUST_12796,31,Male,0,Yes,No,27,Month-to-month,Yes,Bank transfer (automatic),Fiber optic,No,No,Yes,263.3,4,0,4.0,89.87,2398.09,1,1500.5
CUST_12797,49,Male,0,Yes,Yes,45,One year,Yes,Bank transfer (automatic),Fiber optic,No,No,Yes,393.2,0,1,5.0,104.96,4681.25,0,3389.17
CUST_12798,19,Female,0,Yes,No,54,Two year,Yes,Mailed check,Fiber optic,No,Yes,Yes,352.4,0,1,5.0,116.15,6296.95,0,3694.52
CUST_12799,37,Male,0,No,No,19,One year,No,Electronic check,No,No internet service,No internet service,No internet service,9.1,1,1,5.0,19.96,350.52,0,750.72
CUST_12800,46,Male,0,Yes,No,2,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,No,350.1,1,0,5.0,89.4,117.94,0,2196.43
CUST_12801,44,Male,0,Yes,Yes,27,Month-to-month,Yes,Credit card (automatic),Fiber optic,No,No,No,295.5,2,0,5.0,81.1,2216.65,0,2172.12
CUST_12802,77,Female,1,Yes,Yes,59,Two year,Yes,Electronic check,Fiber optic,No,No,No,283.2,0,1,4.0,77.94,4572.22,0,2996.35
